	actress/nn	advance/vv	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boy/nn	brother/nn	bush/np	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	company/nn	competitor/nn	convict/nn	country/nn	court/nn	criminal/nn	dad/nn	daughter/nn	district/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friend/nn	girl/nn	government/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	her/pp	him/pp	horses/nn	household/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kitty/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/pp	member/nn	mom/nn	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	stomach/nn	stranger/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	wwf/np	you/pp
me/pp	1.8831074	3.4085028	3.3023372	2.5019658	2.2056167	3.45431	0.6043631	0.8277493	0.72757024	3.2345243	3.143816	1.8030307	3.0638354	1.9152781	2.0758448	2.4253728	2.5195096	3.4880743	2.7265887	2.5068407	3.1774654	3.1581767	2.043176	2.6690996	2.7484758	3.4828959	3.5710888	1.5826405	3.4541726	2.437388	1.538818	2.2653003	2.263327	2.4820726	1.9471081	2.927209	3.5324512	2.24556	3.0301015	3.644096	0.47291005	0.6360317	2.87599	1.0590242	3.50139	2.338958	2.1069257	1.8642058	3.1527429	2.4010112	2.8636045	3.5563538	1.7527878	1.214642	0.44327214	0.3972102	0.65140957	2.8692427	2.629863	2.131094	2.1132007	3.1397746	2.4095716	0.85764146	2.25915	2.2840455	1.8591077	2.5195606	1.6256815	2.4877985	2.4611323	2.184912	1.4896458	3.4218957	2.1810002	2.45951	0.0	2.7193944	2.2023122	2.3189273	0.39438924	3.4554434	3.6449	2.2038877	2.262165	1.8942763	1.357203	1.3345555	2.4872165	3.3959496	2.0671616	1.6464846	1.4404603	1.3582239	2.3760178	3.3302097	2.2729673	3.1089475	1.9805048	2.2730286	0.5848475	0.8653926	2.4096282	0.59550333	1.0522449	2.1806335	3.2286828	2.1288862	3.082245	0.8542249	0.6598668	2.4320278	1.005021	1.9348189	2.347645	1.7547873	3.2547998	2.4471369	2.419815	0.9340216	2.760349	2.8116586	3.0694206	2.3771682	1.8598233	2.175936	1.6499884	1.7042887	0.39717558
member/nn	2.7870698	1.0563802	1.0297918	1.0772293	1.8288419	1.1570234	2.6641562	2.5424292	2.8320544	1.1896065	0.649432	1.7649856	0.7390696	2.6599512	3.14066	3.5536208	0.91887236	1.326518	0.87654316	0.75069076	1.3148022	1.075327	2.6211827	0.61106783	0.82334346	1.2794975	1.3058388	2.1949527	1.1243482	1.297232	1.9135568	3.491947	3.4844718	1.0374532	3.1064339	1.1329408	1.2235851	0.67188	1.2324141	1.2431799	2.7168121	2.5676923	0.9159576	2.084138	1.4409853	1.8959205	3.4458132	3.1019068	0.8186794	3.3444958	0.44910672	1.3871742	2.8507679	2.6959376	2.6890187	2.5643091	2.8745162	1.5093741	0.8543946	3.289261	1.4241016	1.0266478	1.6744835	2.8697178	1.3554302	1.3619484	2.7401748	3.5225801	2.868707	3.3255908	3.5754743	3.5274682	2.4651031	1.2077968	1.7035401	1.2226771	2.7193944	0.0	3.6015043	3.440669	2.4935641	1.0027758	1.2932066	1.3642597	3.0496972	1.386884	1.815192	2.3194141	1.3305387	0.9815124	1.2932183	1.417671	2.0668504	1.6039468	2.0465965	1.0899216	3.206624	0.8232544	2.7986932	3.5265176	2.6052783	2.3435605	3.3900247	2.4483838	2.886171	1.2312272	1.271444	1.5024861	0.7395223	2.9207883	2.1289577	1.3473821	2.72381	3.2709267	1.3241165	2.454123	0.8509839	3.5820117	1.2802001	2.073616	0.5271035	0.8278758	0.8464177	1.3165606	1.6976416	3.430111	2.2634637	1.9418287	2.8431716
mom/nn	1.0247887	4.476869	3.9835553	3.0101511	2.3239398	4.292136	2.366544	2.6102087	2.6557863	4.4271336	4.1348443	1.9359049	3.5475776	1.4054286	0.865525	0.6743016	3.6046724	4.111522	3.79007	3.6709106	3.7261748	3.7030807	1.1577181	3.6271698	3.2552328	4.0001945	4.2277822	2.0854423	4.38243	3.3040588	2.4475253	0.27182218	0.5206155	2.9706893	1.0872867	3.4210553	4.2665486	3.482225	3.8848898	4.614636	2.4728315	2.565111	3.5789106	2.4568849	3.9743876	2.4064438	0.90419346	0.85102487	4.141576	0.57159275	3.6482246	4.096329	0.99966216	1.7897102	1.8145928	2.2463777	2.4578772	3.1225183	3.5076056	0.7734431	2.9431524	4.3386707	2.5410063	2.6561627	3.0173154	3.1873102	1.1054428	0.7228261	1.153612	1.0482979	0.8276392	0.24123289	1.8050828	4.003323	2.118091	3.392579	2.2023122	3.6015043	0.0	0.417345	2.32899	4.4085827	4.716862	3.2043502	0.75994825	2.987636	2.6463766	2.2485108	3.2933588	4.089906	3.1592844	3.0225222	1.8029187	2.4587684	2.0993729	4.500116	1.0144138	4.0534234	1.2744617	0.5212122	2.128097	2.1966615	0.81154597	2.1112258	1.19392	2.4568424	3.844416	2.1935368	3.721788	2.7332954	2.3837836	3.3889942	2.6977348	0.9390495	3.3239949	1.3571386	4.303952	0.55581045	2.6607115	2.1285017	3.5479097	3.941522	4.2226524	2.8185449	2.4974263	0.6166081	1.8845531	2.245711	2.3777044
mother/nn	0.8783114	4.350626	3.8318975	2.8915365	2.1023471	4.160897	2.506849	2.731805	2.809065	4.3323083	3.9960346	1.8139905	3.3679197	1.2163097	0.976516	0.45401663	3.4380188	3.9864416	3.6148787	3.5197608	3.6204531	3.5634313	1.0488687	3.5119576	3.0599496	3.8596175	4.097065	2.1327453	4.2500114	3.1775827	2.4744794	0.28126562	0.45063144	2.778245	1.2437454	3.2979596	4.1361046	3.380498	3.7959638	4.477624	2.5982356	2.6764195	3.425926	2.5065691	3.8485987	2.1721935	0.8177279	1.0052176	4.0166054	0.282979	3.4975934	3.9657476	1.0524284	1.9390565	1.933687	2.346539	2.6258106	3.01926	3.3192635	0.63596314	2.9064987	4.2382946	2.3106806	2.8167076	2.8776932	3.0804265	1.1128547	0.41379133	1.279224	0.7875872	0.6912661	0.5035411	1.895593	3.85952	1.9033939	3.3126786	2.3189273	3.440669	0.417345	0.0	2.4274278	4.266023	4.5859375	3.1708405	0.56193554	2.959746	2.6750793	2.3445833	3.1733093	3.9298146	3.0040216	3.0100772	1.6887608	2.443965	2.0043175	4.3823524	0.8154148	3.93167	1.3337085	0.44607085	2.2626476	2.2983434	0.60510236	2.1978135	1.3367356	2.296372	3.7338235	2.0283806	3.5522242	2.8937354	2.4342222	3.3398433	2.8423386	0.86966586	3.268503	1.2351214	4.1766987	0.43541735	2.449415	2.10184	3.412069	3.7793434	4.1070123	2.6106508	2.4769876	0.4700081	1.9258478	2.263942	2.5256257
myself/pp	1.9440818	3.1355684	3.1037133	2.2799327	2.1754348	3.2064612	0.5865495	0.785697	0.7713084	2.9434304	2.8776062	1.6712787	2.8536077	2.030193	2.086297	2.5574577	2.3774273	3.2585137	2.572729	2.3308594	2.921743	2.9272387	2.0232968	2.4082565	2.5680797	3.250114	3.3276536	1.4823002	3.1981297	2.3595896	1.3994844	2.3772635	2.4088638	2.3563886	1.933438	2.7166395	3.2908	2.003281	2.8039124	3.3789682	0.4686098	0.5093863	2.7188456	0.78866524	3.2620595	2.3019867	2.309863	1.9024493	2.9039583	2.485349	2.6205013	3.3208706	1.7456535	1.1517817	0.538797	0.35410392	0.7478589	2.6586742	2.4857829	2.292431	1.907421	2.8593957	2.3356142	0.91908944	2.2038636	2.2110643	1.8269583	2.6240165	1.6372982	2.6006513	2.6039367	2.283117	1.3904357	3.211723	2.0882192	2.3065665	0.39438924	2.4935641	2.32899	2.4274278	0.0	3.198865	3.3813634	1.9923543	2.3041103	1.6092385	1.087097	1.1850193	2.4032545	3.1861565	1.9808452	1.3808316	1.4065877	1.10784	2.238786	3.0603416	2.4123025	2.8195584	1.9349056	2.4093492	0.5378382	0.7489605	2.5416677	0.40405416	1.1908492	1.9959359	2.9912314	1.9757483	2.8893135	0.93556064	0.3690279	2.2445536	1.0087497	2.1351743	2.179762	1.7668775	2.9772246	2.5732772	2.2865863	0.87471944	2.4943933	2.6473467	2.7882707	2.264644	1.6398214	2.3337333	1.5024759	1.4784199	0.5986633
nation/nn	3.6518924	0.3154285	1.1153538	1.5205554	2.765166	0.45757532	3.2914305	3.1138468	3.4114125	0.7019384	0.68957454	2.5756915	1.2203162	3.5665963	3.8491244	4.4228225	1.7145063	1.098177	1.5886418	1.5027001	1.4122006	1.161599	3.3543978	0.8829479	1.6105361	1.2163887	1.0182369	2.7858002	0.24998139	1.9921205	2.4783294	4.3006697	4.3368874	1.9331168	3.7794812	1.5014087	0.7633064	1.3647882	1.029742	0.29542407	3.3507788	3.1661665	1.480121	2.676907	1.3703316	2.826107	4.327096	3.831236	0.5900154	4.1471043	0.793265	1.2280579	3.5720458	3.3201156	3.4535723	3.3004346	3.4774957	1.8600066	1.7066098	4.1596465	1.8488154	0.63927454	2.5914488	3.437535	2.1658273	2.0483592	3.449545	4.3815527	3.5779269	4.2127914	4.4458375	4.3137197	3.0769315	1.2097249	2.579296	1.6404527	3.4554434	1.0027758	4.4085827	4.266023	3.198865	0.0	0.38717395	1.694451	3.8300695	1.8044503	2.3484719	2.864831	1.9926904	1.0743953	2.1756833	1.9308542	2.971764	2.2873805	2.6378164	0.49855268	4.093861	0.8839437	3.4661262	4.3690195	3.2634366	2.9867544	4.256528	3.1786609	3.6742952	2.0321245	1.2864314	2.3067658	1.1992114	3.4872026	2.847386	1.5945424	3.2611063	4.144186	1.6782004	3.3167226	0.52499694	4.4262514	2.1687348	2.9328265	1.1021146	1.403702	0.8079501	2.2391996	2.1944091	4.2954745	2.866595	2.5294287	3.5011787
nicaragua/np	3.9597068	0.3087636	1.394693	1.84982	3.0596232	0.7199861	3.471485	3.278955	3.563062	0.6168155	0.86716735	2.8795903	1.5598129	3.875045	4.1533966	4.7397385	1.8981808	1.3510492	1.759513	1.6722881	1.647411	1.482565	3.6746535	1.1604667	1.905958	1.4863956	1.2300467	3.0518277	0.48059097	2.2321546	2.720992	4.6145644	4.654411	2.230124	4.069293	1.8073956	1.0106678	1.5417076	1.259377	0.25747222	3.5140648	3.3241076	1.7596213	2.8709903	1.6240691	3.1164055	4.633893	4.130557	0.8166914	4.472549	1.1394663	1.4810622	3.8691978	3.5623798	3.6740856	3.497163	3.646374	2.1681528	1.9310461	4.473135	2.1025727	0.639808	2.8862967	3.5919132	2.426842	2.2894096	3.7534895	4.702866	3.866782	4.5308313	4.760223	4.620334	3.3411908	1.489672	2.9002204	1.8789642	3.6449	1.2932066	4.716862	4.5859375	3.3813634	0.38717395	0.0	1.918482	4.155137	2.0137053	2.5480258	3.0913222	2.2396994	1.3391246	2.3797548	2.1110408	3.2454762	2.518425	2.962526	0.3895913	4.4088	1.0398028	3.7684565	4.6811466	3.4641383	3.2007766	4.57725	3.3754623	3.9384685	2.3558853	1.5482252	2.633476	1.5067711	3.632212	3.0389528	1.8190898	3.4179356	4.4474936	1.906937	3.616065	0.63352376	4.7451944	2.4801087	3.1588352	1.3775426	1.5547668	0.86082846	2.5171566	2.462512	4.6075926	3.1410813	2.786004	3.6722155
other/nn	2.6200733	1.7226616	1.4092846	0.8664726	2.2691596	1.5198028	1.8989005	1.7009487	2.0310783	1.6410964	1.6269664	1.6616036	1.5317804	2.6253386	2.5988505	3.3887918	1.8289297	1.4082621	1.9011496	1.662454	1.3955948	1.1969105	2.275723	0.96853185	1.7811884	1.524504	1.584108	1.2509649	1.61536	1.4209578	0.9007174	3.1483846	3.1951423	1.7200238	2.4705126	1.1156964	1.4908483	1.1791724	0.90974593	1.8950269	2.0701845	1.8898028	1.3478765	1.4421552	1.5313404	2.424702	3.2284591	2.5117872	1.2938739	3.0813673	1.2236967	1.5308777	2.3699079	1.8510293	2.1788156	2.0099766	2.0953612	1.1801132	1.8778003	3.0714993	0.33533967	1.4867666	2.2728884	2.045996	1.5383906	1.2879692	2.266316	3.380901	2.2077994	3.2804596	3.397801	3.0986931	1.6170696	1.4589121	2.014631	0.6958792	2.2038877	1.3642597	3.2043502	3.1708405	1.9923543	1.694451	1.918482	0.0	2.7708824	0.78637105	1.0351322	1.329882	1.3614591	1.585684	1.9043194	0.7913381	2.1214552	1.1249913	1.597345	1.7270802	3.0995116	1.6354254	2.1811059	3.2549846	1.870916	1.5288366	3.220804	2.0312624	2.3419049	1.463547	1.2020694	1.6029977	1.4641404	2.1336303	1.6864878	0.3298644	1.8389599	3.0266688	0.44074568	2.3096898	1.6467242	3.317694	1.9044085	1.9836887	1.3555899	1.793228	1.6553471	2.0532744	0.90612024	3.2049856	1.5038649	1.2053499	2.1982558
parent/nn	0.87909377	3.9215124	3.40168	2.4281015	1.8787974	3.7071528	2.352549	2.547473	2.6885648	3.9065652	3.5883448	1.4836423	2.9331057	1.1603724	0.7352488	0.8870751	3.1467903	3.518488	3.3079143	3.2051487	3.1346123	3.0953524	0.53942996	3.0915923	2.6759813	3.385714	3.6281958	1.7782341	3.802708	2.876015	2.12354	0.5917738	0.826335	2.436123	0.9990148	2.8418431	3.675765	3.029238	3.3478491	4.0331717	2.4960155	2.533949	3.0420697	2.2640324	3.3628855	1.9563576	1.1463598	0.8650335	3.591336	0.3510913	3.0696943	3.4890604	0.7501347	1.7246622	1.8564385	2.2398517	2.5138671	2.5288148	3.0104342	0.87732553	2.4867926	3.826234	2.0421045	2.7163224	2.59455	2.7824025	0.73381156	0.8103997	1.0877972	1.0021367	1.0568832	0.71989894	1.5846834	3.408252	1.5492289	2.9412997	2.262165	3.0496972	0.75994825	0.56193554	2.3041103	3.8300695	4.155137	2.7708824	0.0	2.5809913	2.3615863	2.0480924	2.8584292	3.503664	2.7731805	2.6865952	1.5158986	2.1426232	1.4909995	3.9657292	0.9963395	3.5131664	0.9940214	0.89101654	2.1045408	2.065013	0.86076444	2.046731	1.290932	1.8719542	3.2671156	1.6087515	3.1418896	2.8049438	2.2447937	2.939629	2.706118	1.0860647	2.89247	1.1143035	3.7581954	0.8522491	2.0956187	1.9606894	2.9935622	3.4578285	3.7114234	2.3172896	2.0626757	0.8713694	1.5540805	1.8745826	2.44831
peasant/nn	2.4078274	1.7866752	1.8737215	0.9625416	2.176473	1.7328403	1.6693635	1.5534583	1.8240545	1.6479063	1.6648588	1.4131694	1.701647	2.5203133	2.3742158	3.1835868	1.8573929	1.856133	1.9527553	1.6762896	1.6704596	1.5468228	2.081272	1.0096787	1.7642903	1.9139854	1.9593074	1.2609664	1.7469507	1.8325503	1.01257	2.9425197	3.039559	1.7897319	2.2255702	1.5286877	1.8423918	1.1151717	1.3591483	1.9811201	1.7265143	1.5326729	1.7784256	0.9400379	1.9205816	2.3047118	3.0790727	2.30798	1.5592438	2.8927104	1.2791694	1.9457384	2.0823658	1.5841291	1.8456626	1.7274673	1.8689107	1.495816	1.9084154	2.9312134	0.77825797	1.5555253	2.167549	1.8398782	1.8369641	1.7159252	1.9999456	3.166303	2.0011966	3.1130557	3.2281768	2.8701837	1.4223624	1.9278016	1.8519553	1.3363749	1.8942763	1.386884	2.987636	2.959746	1.6092385	1.8044503	2.0137053	0.78637105	2.5809913	0.0	0.5992971	1.1492487	1.823547	1.9787327	1.8389204	0.49232376	1.8254704	0.7081898	1.606495	1.7763933	2.9621165	1.5841523	1.9866499	3.046742	1.5791824	1.341879	3.0798903	1.6012342	2.105315	1.2864918	1.639042	1.4389805	1.7873359	1.9190652	1.3105749	1.0602793	1.6709802	2.889698	1.1277245	2.0962455	1.6891601	3.1438532	1.8096316	1.6474539	1.3058586	1.9113703	1.6221354	1.9484262	0.6618931	3.0171206	1.2643354	0.94872206	1.9210571
people/nn	2.162062	2.318196	2.2904723	1.3726169	2.1696317	2.2800028	1.0914596	1.0019714	1.2595605	2.1488097	2.1560636	1.376597	2.133171	2.2881827	2.0895853	2.9011247	2.0623753	2.3301735	2.2052794	1.9260594	2.0908067	2.010776	1.9011903	1.5304476	2.0862916	2.373956	2.4442008	0.9534525	2.2994142	1.9379622	0.7282131	2.6349084	2.7289588	1.9857092	1.911019	1.8933895	2.3610342	1.419832	1.8281013	2.5313573	1.1679465	0.9800827	2.075901	0.43136632	2.369224	2.3164322	2.7444344	1.9732155	2.0497134	2.6436372	1.7927595	2.4127393	1.7848268	1.1003397	1.3243759	1.1830868	1.3040124	1.8093559	2.1444037	2.6299422	0.9655759	2.0509834	2.2399526	1.3005692	1.8904475	1.7818246	1.7494856	2.91043	1.6418177	2.8852696	2.9461036	2.5395749	1.053008	2.3600678	1.8969026	1.5489885	1.357203	1.815192	2.6463766	2.6750793	1.087097	2.3484719	2.5480258	1.0351322	2.3615863	0.5992971	0.0	0.6812887	1.9381526	2.4097865	1.8886826	0.54454917	1.6322848	0.5150179	1.6474551	2.2800746	2.709803	2.0885813	1.7409672	2.7403567	0.9983879	0.7838769	2.8189566	1.1320992	1.641831	1.4821388	2.075101	1.5465653	2.1814058	1.387805	0.84259987	1.3307924	1.1545309	2.5501368	1.3396899	1.8873676	2.2043502	2.8564692	1.9799227	1.3387794	1.7730229	2.1973562	2.0960803	2.0824018	0.7172722	2.7040532	1.012801	0.8009198	1.3685534
person/nn	1.977285	2.868473	2.6289628	1.6421833	2.3358092	2.7235708	0.96218854	0.94838107	1.1847819	2.7160857	2.6993637	1.4542642	2.4935396	2.1622217	1.6494979	2.6173902	2.554465	2.6355202	2.7108355	2.4573786	2.3761685	2.3112316	1.6180922	2.0358615	2.4726639	2.670099	2.793837	0.51206684	2.7901733	2.206377	0.598463	2.2623184	2.389835	2.2964823	1.4342192	2.1272259	2.7417903	1.99119	2.1764672	3.0534148	1.1857442	1.0680861	2.395782	0.749544	2.627863	2.4987433	2.4647906	1.5124623	2.5299652	2.3122551	2.2641444	2.6993952	1.4260962	0.5642084	1.1918882	1.1724869	1.1559274	1.909211	2.6007497	2.3427575	1.1630592	2.6162155	2.4595914	1.2048782	2.1278112	2.0233989	1.4026445	2.637864	1.1720375	2.6688683	2.658346	2.1317463	0.5215666	2.6586874	2.024845	1.8215677	1.3345555	2.3194141	2.2485108	2.3445833	1.1850193	2.864831	3.0913222	1.329882	2.0480924	1.1492487	0.6812887	0.0	2.176155	2.78251	2.3162057	1.1490587	1.7343495	0.9288292	1.4791434	2.8518896	2.479263	2.6216366	1.3070624	2.4231598	0.80622846	0.5671411	2.5341282	1.1997402	1.2972856	1.7178988	2.3526378	1.6779965	2.5487165	1.330657	1.0830387	1.6003115	1.0672587	2.272821	1.6065413	1.7806537	2.7575436	2.5205765	2.2466416	1.5359253	2.2516148	2.715278	2.6818483	2.403013	0.8163912	2.410115	0.6554454	0.72178036	1.2979176
plaintiff/nn	2.505664	2.0640523	1.2543397	1.5135164	1.6628358	1.9435107	2.422048	2.2650504	2.5598643	2.1339948	1.7290173	1.7790498	1.3622788	2.2593045	2.96539	3.2427921	1.2308693	1.6935285	1.314265	1.2706791	1.7479296	1.5603024	2.5106888	1.5252548	1.3863953	1.6791575	1.7755532	1.9295605	2.042831	0.17751485	1.6463834	3.2048433	3.0828803	1.0543321	2.9587412	1.2809763	1.8044275	1.324249	1.597758	2.2235937	2.573306	2.4744947	0.6806845	2.1896038	1.8054928	1.8148898	2.997474	2.8435392	1.5824677	3.1011896	1.5021728	1.77291	2.7529116	2.5278692	2.4909692	2.3538263	2.5938458	1.641415	1.213634	2.8706813	1.4114026	1.9322996	1.6876537	2.5691118	0.4506257	0.23926805	2.6608639	3.260034	2.621564	2.9964628	3.1909473	3.2541013	2.3106263	1.4446018	1.7683859	0.764441	2.4872165	1.3305387	3.2933588	3.1733093	2.4032545	1.9926904	2.2396994	1.3614591	2.8584292	1.823547	1.9381526	2.176155	0.0	1.3520913	1.3158021	1.609414	1.9841578	1.7091124	2.0192115	2.0596356	2.803908	1.8907983	2.6489966	3.1851397	2.4151719	2.1101844	3.0032532	2.426673	2.5672305	1.5617324	1.6066076	1.6555507	1.0808614	2.6246595	2.086582	1.2229614	2.4227982	2.82001	1.030172	2.2045999	1.9025289	3.2205005	1.4975954	1.9817449	1.5473552	1.2677634	1.8760885	1.4854872	1.8648858	3.0659633	2.2274954	2.0056374	2.5879083
planner/nn	3.3034675	1.202218	0.28091225	1.3766845	2.364843	1.0462716	3.2522082	3.0923498	3.4170487	1.4311588	0.95685077	2.3143933	0.7557807	3.1679463	3.5818982	4.049008	1.5646988	0.7041626	1.4661834	1.4536134	1.0502241	0.7760205	3.0814803	1.0953233	1.3279467	0.64084977	0.6883724	2.561475	1.1600784	1.4103534	2.2893918	3.9692645	3.9440591	1.476327	3.555903	0.85388446	0.75146157	1.4114057	1.1072651	1.2730445	3.3897846	3.2339752	0.69597226	2.7552128	0.86306566	2.4405599	3.9566824	3.550069	0.7539136	3.8037539	0.9220029	0.72736615	3.3790493	3.2099757	3.348894	3.2049096	3.4672914	1.3838228	1.4598657	3.7705085	1.674445	1.2515625	2.2053196	3.4401038	1.6129776	1.5101557	3.2371893	4.0088634	3.3303595	3.7910454	4.0362372	4.0063424	2.9135294	0.4273185	2.2481968	1.2197734	3.3959496	0.9815124	4.089906	3.9298146	3.1861565	1.0743953	1.3391246	1.585684	3.503664	1.9787327	2.4097865	2.78251	1.3520913	0.0	2.0061	2.0076525	2.7479844	2.2425697	2.2843869	1.3163213	3.6754737	1.1445428	3.2044485	4.0202236	3.2129974	2.8810241	3.8341591	3.1596675	3.4569411	1.7883948	0.8144741	2.002582	0.44033614	3.5073495	2.8258202	1.4172078	3.2593126	3.7850766	1.410194	2.9787652	1.0648878	4.028772	1.8175111	2.8101635	1.047384	1.3219131	1.24831	1.9240979	2.1535249	3.938399	2.7155857	2.3827503	3.49189
president/np	2.3124387	2.173788	2.0170615	1.8743558	1.2296556	2.3340073	2.2339563	2.1688037	2.3753242	2.188617	1.7812624	1.6937869	1.7300397	1.9846356	2.983902	3.0072992	0.58847594	2.447774	0.80323833	0.76462984	2.3028	2.1763735	2.4821239	1.6961831	1.2533463	2.3840535	2.435491	2.2260685	2.2909653	1.1672142	1.962972	3.071665	2.9632068	1.0053422	2.988484	2.0178425	2.4103665	1.1106342	2.225377	2.3832152	2.2197468	2.160146	1.5024698	1.9587214	2.5270162	1.3072699	2.7494977	2.8749938	1.9594293	2.979631	1.6743499	2.5111635	2.6416402	2.538558	2.1218207	2.0132332	2.398021	2.3019664	0.69964224	2.6877387	1.9114403	2.051836	1.2478508	2.4426985	0.98958844	1.2181486	2.609	3.03667	2.6707115	2.7690022	3.0126085	3.153039	2.4439542	2.2469852	1.5067829	1.672879	2.0671616	1.2932183	3.1592844	3.0040216	1.9808452	2.1756833	2.3797548	1.9043194	2.7731805	1.8389204	1.8886826	2.3162057	1.3158021	2.0061	0.0	1.6078714	1.457578	1.590307	2.3612456	2.104031	2.6073823	1.9251833	2.770291	3.012907	2.213769	2.0679579	2.858912	1.9590019	2.371665	1.4971704	2.332517	1.6318235	1.6548688	2.45129	1.6798605	1.9413302	2.3889315	2.581165	1.8012612	2.0301578	1.9866202	3.1078045	1.235442	1.3537499	1.6072385	1.0017743	1.8199767	0.9422009	2.0547006	2.8397732	2.3550682	2.1569626	2.2560136
public/nn	2.3936267	1.8833141	1.9080476	1.2339789	2.1040335	1.9048809	1.4537162	1.292611	1.5552617	1.724826	1.709915	1.4727508	1.8152254	2.4512143	2.4960613	3.1924458	1.6725013	1.9954789	1.7957407	1.5062293	1.8369222	1.7287498	2.2250345	1.1443282	1.8061485	2.060611	2.0878801	1.2954998	1.9089135	1.600385	0.9507269	2.99045	3.0356033	1.7369791	2.351628	1.634008	1.9879798	0.9732759	1.4953952	2.1204653	1.4936906	1.3035995	1.7023929	0.852764	2.0906312	2.2465255	3.0156324	2.3757622	1.6106551	2.9734654	1.430405	2.0989282	2.199869	1.5930295	1.6872753	1.4844034	1.6356868	1.7044443	1.7833295	2.900367	0.8665222	1.5930022	2.1347287	1.5665414	1.6183763	1.4670746	2.1431155	3.201898	2.0531445	3.107476	3.2106287	2.923666	1.5008395	2.0127609	1.9110057	1.198439	1.6464846	1.417671	3.0225222	3.0100772	1.3808316	1.9308542	2.1110408	0.7913381	2.6865952	0.49232376	0.54454917	1.1490587	1.609414	2.0076525	1.6078714	0.0	1.7462928	0.6133301	1.8304347	1.8305262	2.9297404	1.6812835	2.1287055	3.0511045	1.420069	1.1864891	3.076419	1.4553629	2.0289898	1.4338582	1.7775179	1.5695603	1.8021528	1.6315428	1.0728011	1.0347989	1.4007585	2.8226724	1.018933	2.0676649	1.7578567	3.1587996	1.8414402	1.4488436	1.4176861	1.748151	1.6358956	1.8973461	0.9384805	3.000229	1.4194267	1.1066948	1.6741716
rashad/np	0.9788744	2.9946842	2.7076492	1.9363036	0.8990513	2.984388	1.7251099	1.8622595	2.002971	2.9509835	2.589035	0.8269182	2.2035174	0.96366507	1.7170594	1.7014183	1.9131068	2.9583597	2.1066802	1.9916631	2.5906231	2.571923	1.3317972	2.248785	1.7331382	2.8447528	2.99636	1.6308904	3.0123796	1.9366955	1.6695358	1.7388321	1.6688194	1.4603996	1.7685888	2.310174	3.0167632	1.8963625	2.7169828	3.1756444	1.7389995	1.7536885	2.2250443	1.5059651	2.8933191	1.0021988	1.570707	1.6175915	2.7385046	1.6986226	2.2511723	2.9692748	1.3963135	1.6409132	1.2161344	1.4468131	1.8899962	2.2662444	1.8378149	1.4616947	1.9522988	2.857078	1.0905317	2.031454	1.6301284	1.8682653	1.4042183	1.7310106	1.5089417	1.5481251	1.7347522	1.7894695	1.5912489	2.810069	0.86861897	2.1884716	1.4404603	2.0668504	1.8029187	1.6887608	1.4065877	2.971764	3.2454762	2.1214552	1.5158986	1.8254704	1.6322848	1.7343495	1.9841578	2.7479844	1.457578	1.7462928	0.0	1.2365915	1.7038913	2.9839876	1.410587	2.5500886	1.636137	1.6742339	1.5450457	1.5091156	1.6143388	1.1909571	1.2154217	1.185581	2.7337	1.0580351	2.342831	2.0771103	1.2333956	2.2868025	2.031709	1.4304801	2.1849182	0.7558559	2.7883558	1.7894067	1.2048115	0.6329152	2.0850668	2.2841582	2.645876	1.2075387	1.6755798	1.5546467	1.5273461	1.5414631	1.7214923
