	actress/nn	advance/vv	agencies/nn	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boys/nn	boy/nn	brother/nn	bush/np	businesses/nn	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	companies/nn	company/nn	competitor/nn	convict/nn	countries/nn	country/nn	court/nn	criminal/nn	criminals/nn	dad/nn	daughters/nn	daughter/nn	district/nn	dogs/nn	employees/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friends/nn	friend/nn	girl/nn	government/nn	grandparents/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	guys/nn	her/pp	him/nn	him/pp	horses/nn	household/nn	houses/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kids/nn	kitty/np	kurds/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/nn	me/pp	members/nn	member/nn	mom/nn	mom/np	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parents/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	sons/nn	stomach/nn	stranger/nn	students/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	things/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twins/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	women/nn	wwf/np	you/pp
arm/nn	3.772553	0.4985609	2.8669424	1.1400197	1.7786407	2.4604201	0.98927337	2.8326159	2.5219269	2.8468366	0.0	0.5886076	3.284859	1.356429	4.2026577	3.5233433	3.179131	4.097688	1.4513125	2.8940063	1.5299897	1.4219214	1.3965206	1.3904815	1.2747937	3.1093485	1.0265615	1.2110534	3.1621544	1.4138837	1.1969157	2.6838667	3.6663437	0.80228764	1.7351571	2.4345517	2.9947233	4.094118	3.728829	3.8075027	1.529195	3.5348487	3.112436	3.0710146	1.4850261	1.4296324	1.5515879	1.2733915	0.69669455	2.8027167	2.4935052	1.3112121	1.9889634	1.7355369	2.6657531	3.3213072	4.139508	3.2420242	0.80719805	3.3429527	3.6985233	1.0901747	1.6261506	3.031382	3.0790195	3.4432926	3.1017687	3.3109624	2.925805	3.4655433	1.8590684	3.3682446	1.3429135	4.0452495	1.8070225	0.49908486	2.324062	2.775744	1.6612405	1.9110348	2.9361582	3.500279	3.715516	1.7090206	3.3974352	2.924093	4.0855937	3.7248058	2.8741307	1.3819437	2.117557	1.8563864	3.2025647	2.9773672	3.516486	1.0014043	3.8501189	4.134773	3.7323678	2.7042394	0.690521	0.7847226	1.9224524	3.5411818	3.4074895	1.2267809	1.6373615	2.657862	1.8166828	1.136581	1.5234001	1.6343436	3.0699708	1.8361843	2.8879545	0.6508901	4.1365557	0.474175	2.8162448	4.0783315	2.921215	2.6731372	3.951688	3.213008	2.691883	3.2375162	3.069917	1.8620161	1.3298554	2.2403975	1.0264237	2.7309828	2.3016965	2.451288	3.3853257	2.804564	3.8811457	1.9515873	3.4301732	0.34470525	3.7111397	3.9444864	1.9512382	2.65376	0.7890573	1.2174307	0.49536467	2.3376422	1.6246094	3.926127	2.7333639	3.6198764	1.5659465	2.9879837
army/nn	3.5445926	0.59188414	2.6697378	0.84295875	1.5141705	2.0827801	0.90664935	2.8645318	2.55791	2.8765192	0.5886076	0.0	3.0488074	0.9356914	3.9639115	3.3388865	3.0084872	3.83931	1.1566205	2.695912	1.2902253	1.0653719	1.0636069	1.2857301	0.97902954	2.8691945	1.0118271	0.83213574	2.9444225	1.2082205	0.9368338	2.5612407	3.4994934	0.8583354	1.5412582	2.3460002	2.8045084	3.8954613	3.4949932	3.5896368	1.1445647	3.38066	2.8576183	2.9376698	1.173623	1.1661913	1.304502	1.2047898	0.8014358	2.832889	2.5447206	0.9666801	2.018094	1.5552467	2.3229709	3.092617	3.8817723	3.0651405	0.7402212	3.2035313	3.461715	0.80987585	1.4186847	2.8668272	2.9860795	3.318454	3.0676076	3.2324715	2.920728	3.338613	1.6184938	3.1722612	0.97596335	3.8276498	1.7057054	0.7832747	1.9464985	2.7473457	1.4078039	1.7296635	2.752987	3.3017254	3.4637716	1.5327756	3.2078428	2.6147194	3.8624582	3.5579426	2.758733	1.0665778	1.7629025	1.7461653	3.1642733	2.9549465	3.3693743	0.54342204	3.6623313	3.928045	3.5156136	2.7609518	0.64199793	0.94628346	1.938034	3.314524	3.175697	1.2799331	1.6670095	2.5889626	1.6085447	0.77536565	1.2958359	1.6520598	2.8290484	1.8332137	2.6465197	0.81391436	3.8824692	0.3083793	2.649481	3.8508835	2.9267287	2.667984	3.708267	3.0051227	2.7221093	3.1512623	2.8485591	1.5393243	1.1615466	1.939394	0.51000255	2.7265532	2.3417163	2.416341	3.232111	2.7429776	3.6471007	1.8254447	3.20327	0.41145855	3.5030873	3.7118366	1.5638838	2.5299828	0.23625515	0.96216625	0.47525662	2.0038629	1.5941876	3.6836784	2.550616	3.4543722	1.2828577	2.9599552
artist/nn	0.5555228	3.4322941	2.326017	3.0079546	2.0093243	1.4495472	3.322497	2.3543775	2.373723	2.4989958	3.284859	3.0488074	0.0	2.5468304	1.0478612	2.6349092	1.2005476	1.2230557	3.1652372	2.5851004	2.847672	3.0483	2.835846	2.4634407	2.783817	1.0615261	2.7337146	2.461168	2.1885517	2.908627	2.8908105	1.909567	2.6622472	3.4318175	3.0009923	2.130979	2.5585032	1.2917628	1.0777376	0.8572752	2.367573	2.69012	2.1657543	1.3852123	2.7177248	2.944495	2.6035933	3.107267	3.585186	2.1146162	2.2402105	2.9144247	2.0739205	2.588872	1.2726895	1.7811937	0.9960486	1.1665597	3.1869006	2.6226315	1.0219594	2.6597433	2.8053558	1.2536193	1.6381279	2.4608703	1.7037708	2.2220333	2.0104802	2.6050391	2.3524911	2.601502	2.9815116	0.941213	2.4161801	3.1411	1.488027	2.5191548	2.8586938	2.9079409	1.1808293	2.390249	0.76641697	2.5432897	1.0288198	0.90459365	1.1396085	1.196679	1.6183122	2.9318566	1.4140561	2.8716033	1.8384863	1.8869239	2.6566064	2.7565885	1.1601313	1.2231579	0.9883325	2.1986947	3.3436508	3.685048	2.3089714	2.2478797	1.0587482	2.524987	2.3395178	1.9247899	3.0781016	2.9875753	3.0690215	2.5287871	1.6902329	1.9704168	1.2166837	3.5363264	1.0804375	3.2865193	1.3371803	0.9598242	2.104713	2.0524635	1.0222164	2.4822087	1.8931429	1.4988881	2.239321	1.6405813	2.927126	1.2795966	2.7243211	2.5816488	2.054078	2.6567888	2.4034052	2.497092	0.9752854	2.6771696	0.241749	3.2846653	2.4228752	0.91521156	1.6812509	1.4605573	2.895034	3.217828	3.3582027	1.553201	2.2218122	0.8612307	1.335451	2.4362538	2.249589	2.0923016
association/nn	3.0070832	1.2068856	2.6110184	0.6305346	1.0179038	1.5827672	0.99950993	2.7688103	2.4706235	2.8156402	1.356429	0.9356914	2.5468304	0.0	3.437219	3.2312171	2.4476087	3.2276719	1.4834114	2.613323	0.6741405	1.2991254	1.2581985	0.8599676	0.53742915	2.2823002	1.1007506	0.74188095	2.7641225	0.7475816	0.6628675	2.1526644	3.4156892	1.1649231	1.5567662	2.0220542	2.7627232	3.3252985	3.0568078	3.018715	0.8887103	3.3469806	2.6197486	2.4016168	0.5808997	0.6391861	1.4362644	0.9800354	1.2999685	2.7398007	2.500835	0.87236345	1.947943	0.8964698	1.8932154	2.870498	3.3333669	2.5166657	0.96751654	3.225895	2.8855097	0.5890537	0.81411475	2.3870642	2.644454	3.2131236	2.828538	3.101458	2.7740157	3.314356	0.85477525	3.072557	1.2243843	3.2949026	1.433704	1.3271952	1.5322462	2.747767	1.3512824	1.67427	2.2119153	3.1626873	2.9104095	1.686644	2.6820505	2.1415854	3.2613976	3.001536	2.339771	0.5564855	1.2347149	1.7463099	2.9722905	2.80669	3.3061042	0.7762259	3.0887632	3.3634982	2.948125	2.6869571	1.0568169	1.4075949	1.8165724	3.1154385	2.5720062	1.3717006	1.6382768	2.270394	1.5886835	0.6250067	1.6200097	1.6987118	2.6271243	1.7433627	2.008702	1.3271048	3.3060298	1.2023914	2.126627	3.2831788	2.728164	2.4643326	3.1062534	2.880485	2.5464442	2.7934928	2.745895	1.0056838	0.7740217	1.3576264	0.55476683	2.7222793	2.2509081	2.4241514	3.112832	2.722591	3.1670609	1.8266394	2.7206132	1.2060925	3.3220754	3.1174994	1.0670462	2.34583	0.83774036	1.3393629	1.3322134	1.6684154	1.4821862	3.1312575	2.0501668	3.3165035	0.9896301	2.862717
boss/nn	0.6288381	4.3400607	2.8330321	3.8632817	2.7915912	2.2104814	4.2498803	2.7234273	2.8413196	2.8710248	4.2026577	3.9639115	1.0478612	3.437219	0.0	2.9419699	1.5444924	0.8338862	3.9768524	3.1055026	3.7149405	3.875651	3.6585903	3.3287864	3.6229115	1.4666198	3.563106	3.3648121	2.5895631	3.7756603	3.7931871	2.3662035	2.9004703	4.357565	3.6893742	2.6520257	3.017832	0.80963117	0.99121463	0.78158325	3.1804192	2.9649515	2.5981803	1.749532	3.5574355	3.8322062	3.419764	3.9822528	4.5207458	2.513709	2.7423613	3.7218637	2.756011	3.41746	2.003662	2.1097724	0.2387893	1.4669726	4.0578165	2.9464233	0.9324831	3.5346975	3.6505115	1.5998977	1.9447505	2.7311263	1.962673	2.4820962	2.3574471	2.8630693	3.1703348	2.9727309	3.8150733	0.4098982	3.1041565	4.0178113	2.3003292	2.94276	3.571728	3.548904	1.6500019	2.6796772	0.71598035	3.3198411	1.244227	1.5858942	0.8069549	1.1162038	2.027741	3.7998075	2.267119	3.5228283	2.070398	2.216955	2.9378786	3.6340609	0.96153957	0.65837735	0.8788245	2.6255507	4.278107	4.6126137	2.9659677	2.5122235	1.2541555	3.3456352	3.0827584	2.3804955	3.7558675	3.8630974	3.8630629	3.2357686	2.1395323	2.707501	1.7594008	4.4545493	0.5543986	4.2046604	1.8725377	0.602191	2.4327047	2.4721344	0.75369257	2.8949893	2.3328693	1.6700507	2.688883	2.4981325	3.7796142	2.1161942	3.6221395	2.9999256	2.6278305	3.1546702	2.6921387	2.918669	0.6207593	3.3230364	0.88996655	4.1920595	2.6247673	0.7945843	2.541387	2.010257	3.8031824	4.0479746	4.2662354	2.328737	2.9896362	0.4826691	1.8758342	2.6605508	3.1044447	2.4253225
boys/nn	2.9437296	3.6016114	1.0204216	3.3653443	2.833543	2.8335981	3.700513	2.1446533	2.2344558	2.06286	3.5233433	3.3388865	2.6349092	3.2312171	2.9419699	0.0	2.8452485	3.324265	2.967374	0.7510014	3.4030323	2.8724816	2.6435187	3.0907388	3.2620754	2.8472412	2.962998	3.144719	0.5655682	3.3820293	3.2064304	2.3855212	0.45897034	3.698304	2.8513143	2.369239	0.9073987	3.191066	1.9723972	3.1308646	2.8921642	0.65416557	0.73672396	2.8144097	3.2309706	3.4487646	2.1956441	3.4688885	3.8177752	2.1577249	2.2285674	3.149724	2.392209	3.276379	2.7146564	0.961822	2.964203	2.8126664	3.3616662	0.9910766	2.991204	3.122159	3.3766077	2.7395828	2.1911192	0.66206837	2.208484	1.141952	1.9589128	0.8566201	3.1457114	0.2088106	3.020543	3.0405962	2.635485	3.2413037	2.6244621	1.6931039	2.9262927	2.772524	2.723247	0.3773981	3.0497394	1.9579701	2.6404026	2.6582737	3.2025373	3.0236864	2.4438705	3.4483445	2.6471636	2.575998	2.0697362	2.009778	0.57177544	3.048415	3.105308	3.1398761	3.0541139	2.156372	3.6819031	3.8937068	2.5171523	0.47837803	2.9876447	2.7403343	2.525386	2.3592336	2.8665476	3.410314	2.8525553	2.4827561	1.190116	2.3673575	2.6859024	3.6581523	3.2729146	3.434661	2.7445588	3.2402787	2.24951	2.303652	3.166868	0.38349038	2.4098415	2.3619568	0.8769793	2.7330103	3.3266373	2.7113016	3.2286904	1.9671462	2.1864238	2.065062	0.59281135	1.5151688	2.353857	2.2689447	2.5251024	3.44888	0.43613213	3.1795359	2.7954867	1.9211605	3.2545729	3.0690405	3.3678918	2.6506324	2.557524	3.0872955	2.520434	0.4712273	2.4022377	1.821785
boy/nn	1.2429223	3.2485628	2.5253246	2.7899904	1.6069914	1.8841316	3.1252768	1.9332385	1.9039865	2.115413	3.179131	3.0084872	1.2005476	2.4476087	1.5444924	2.8452485	0.0	1.2608377	3.224137	2.729284	2.6069353	3.0917234	2.8674984	2.2704384	2.4849496	0.55407894	2.401262	2.5588021	2.4190109	2.7186763	2.7811265	1.122927	2.8643003	3.2271981	2.8146937	1.442508	2.6909032	1.0695227	1.4508541	0.9855242	2.4023194	2.9013488	2.3549664	0.30061495	2.554078	2.7423925	2.6427724	2.7678094	3.4344244	1.7924875	1.8783627	2.7878103	1.6588202	2.307456	1.8749993	2.1731367	1.4765387	0.15609753	2.956078	2.8865356	0.8509845	2.4027963	2.57933	0.41842878	1.0462358	2.523004	1.406349	2.1682239	1.7234153	2.7899897	2.0641649	2.81741	3.0552373	1.2769421	1.8982146	2.9251676	1.9695917	2.3482666	2.720832	2.6990135	0.3937011	2.6368577	1.1836675	2.5922892	0.49372816	1.5742654	1.1540476	0.62717605	0.79111916	2.784596	1.5741068	2.5763922	1.6400617	1.7130532	2.7825267	2.7126057	0.7887813	1.154165	0.8000698	1.8878907	3.198866	3.4838848	1.77398	2.5466046	0.5770861	2.1799285	1.9081237	1.2009981	2.883683	2.903507	3.1489499	2.1951597	2.1240394	1.6856543	0.70686084	3.3581421	1.4159936	3.2308316	0.44715467	1.3132744	1.5762709	1.482981	1.093828	2.6818602	1.4581877	1.0139027	2.5204942	1.5796223	2.6725166	1.2503293	2.7152543	2.31485	1.7193846	2.3819776	2.5095174	2.355001	1.3535569	2.4477324	1.2411252	3.1651645	2.7025347	1.1531159	1.8924376	1.6555545	2.878419	3.1870403	3.2922163	2.0218065	1.7881837	1.2690657	0.5939469	2.6168542	2.156884	1.955952
brother/nn	0.8640857	4.185694	3.0724382	3.677895	2.5356686	2.1444733	4.036081	2.862403	2.9153469	3.0241654	4.097688	3.83931	1.2230557	3.2276719	0.8338862	3.324265	1.2608377	0.0	3.9325476	3.3801417	3.4931667	3.8144157	3.6121266	3.1956887	3.4006128	1.1446658	3.4245446	3.241128	2.9348552	3.598758	3.6368766	2.222015	3.2953048	4.170484	3.6408203	2.5439022	3.2563114	0.674647	1.4536431	0.6549446	3.0814552	3.3462172	2.8780184	1.5204997	3.3976057	3.6103752	3.425155	3.757599	4.3543363	2.6720319	2.8430393	3.5992227	2.732692	3.2163098	2.0081027	2.493512	0.65742075	1.2020026	3.9080899	3.3239157	0.6442736	3.3260634	3.4582167	1.387117	1.9665672	3.091185	2.1673636	2.8218486	2.5648804	3.252283	2.9480608	3.3254473	3.7471466	0.7449268	2.9665787	3.9170084	2.2818992	3.144565	3.50496	3.5165932	1.4349005	3.0581193	0.61306214	3.3808057	1.0623847	1.6014423	0.5028199	0.9338063	1.8930669	3.6142285	2.1337147	3.4893105	2.3166006	2.4498827	3.2931244	3.5018477	0.7689947	0.6621223	0.57648736	2.8064768	4.0907407	4.437137	2.8972087	2.9115741	0.89697605	3.243692	3.0116057	2.3018239	3.703513	3.7175927	3.845798	3.216146	2.4643333	2.7127864	1.520453	4.3062096	0.37297195	4.0861826	1.5952605	0.6186944	2.53159	2.5108094	0.29135954	3.2257285	2.4261982	1.7894458	2.9747827	2.3221934	3.608087	1.9278418	3.471873	3.1569865	2.7258296	3.2541893	3.0433047	3.1281636	1.1274444	3.3277311	1.2021707	4.0690403	3.0532186	0.6705437	2.4178517	2.2360384	3.6687799	3.9756594	4.1702137	2.327644	2.8781235	0.5599608	1.6603949	3.0638165	3.004747	2.6731389
bush/np	3.673999	1.3540549	2.199345	1.3311774	1.855036	2.0545313	1.6354908	2.7200794	2.458671	2.658085	1.4513125	1.1566205	3.1652372	1.4834114	3.9768524	2.967374	3.224137	3.9325476	0.0	2.3760192	1.8343751	0.26842332	0.4527835	1.8177032	1.4914874	3.0897188	1.387858	1.1307186	2.6603515	1.785309	1.4387755	2.5942414	3.0670774	1.5792363	1.0167452	2.3492699	2.3031301	4.0165725	3.408939	3.7729979	1.034545	2.8914416	2.598108	3.1511126	1.6373587	1.7477801	0.99546623	1.7577488	1.574197	2.7349882	2.4627125	0.98331183	2.1788805	2.0850682	2.2191584	2.7783353	3.8984823	3.2468617	1.2656453	2.6728532	3.6223605	1.3739588	1.9563822	3.0563328	2.973989	2.9783847	3.0217674	2.9892278	2.8148887	2.8581965	2.0993686	2.7952783	0.3208104	3.9172678	1.7746972	1.3596486	1.8727319	2.3553107	0.98380643	1.2305729	2.9880507	2.9244468	3.520944	1.186374	3.2986474	2.5594313	3.9833786	3.717125	2.8395598	1.6164131	1.9385569	1.3102965	3.0171866	2.8071294	2.9389675	0.8555748	3.8228755	4.0339093	3.677401	2.7064826	1.4632976	1.7006122	2.0664978	2.990049	3.39034	1.649993	1.8956577	2.621278	1.059798	1.3193614	0.29616517	1.5995349	2.4875052	1.9792364	2.890195	1.4169683	3.9565232	1.1921997	2.8849921	4.007848	2.8753448	2.6621253	3.82555	2.674504	2.7914462	3.1630008	2.4017391	1.826348	1.7039298	2.1970024	1.1265944	2.3588836	2.3866282	1.9891839	2.8436792	2.324763	3.6077704	1.3354859	3.2729573	1.1980022	3.1710653	3.9130344	1.6976175	2.3446171	1.1351625	0.32710177	1.0960234	1.840372	1.859867	3.748131	2.7104187	3.0986686	1.4178411	2.7103648
businesses/nn	2.9832475	2.9349856	0.94129056	2.701812	2.3605044	2.5037563	3.0300145	2.0559237	2.023297	1.9748609	2.8940063	2.695912	2.5851004	2.613323	3.1055026	0.7510014	2.729284	3.3801417	2.3760192	0.0	2.753936	2.257873	2.040266	2.4905632	2.6296191	2.7052755	2.37561	2.5781753	0.59914327	2.7192929	2.536546	2.1567478	1.0927795	3.0256515	2.2944136	2.065018	0.8676976	3.2751956	2.1721132	3.1474185	2.3459218	1.1329211	0.6024088	2.6713448	2.5825825	2.7868934	1.5993491	2.8171756	3.1382637	2.0995078	2.0565498	2.515928	2.064607	2.6690595	2.4718857	1.2125762	3.1005778	2.7245047	2.6933079	1.283812	2.99546	2.5101457	2.7326877	2.6255226	2.168159	1.0718037	2.2280426	1.3772024	1.9395348	1.2592312	2.5705085	0.5870091	2.423931	3.1465373	2.1411414	2.6209478	2.2801096	1.60751	2.364386	2.2534592	2.5552104	0.9185668	3.0679748	1.4035641	2.6308186	2.5037215	3.2718832	3.0384767	2.3032722	2.782043	2.2566066	2.068318	2.1578553	2.028248	1.0544176	2.4356012	3.1358414	3.243726	3.068189	2.04311	3.0183437	3.212925	2.1176403	0.94004923	2.9028113	2.21214	2.072202	2.1624699	2.2982275	2.7428412	2.3040843	2.0134506	1.2703884	1.9902394	2.4572573	2.9857795	3.3572907	2.7867804	2.5476487	3.3106093	2.1764836	2.1442387	3.2098122	0.41704056	2.2815778	2.375587	0.94757324	2.2872028	2.662625	2.3518112	2.6077697	1.8445164	1.9363265	1.8013291	0.9795239	1.4322109	2.534106	1.8026018	2.538546	2.8035183	1.0414126	3.2076802	2.356029	1.8283432	2.6291993	2.4443398	2.7194726	2.3373353	2.0979276	3.153018	2.3231337	1.073849	1.8167163	1.8626026
business/nn	3.2793918	1.287487	2.8620868	0.72180355	1.3112532	2.080647	0.867001	2.8906405	2.5777462	2.937734	1.5299897	1.2902253	2.847672	0.6741405	3.7149405	3.4030323	2.6069353	3.4931667	1.8343751	2.753936	0.0	1.6432931	1.6097374	0.7280065	0.6721481	2.51137	1.2283782	1.2899696	2.9607868	0.3732184	0.54418445	2.250039	3.6221075	1.0573899	1.7748243	2.1031804	2.981378	3.5263987	3.309566	3.2602282	1.3918506	3.5764453	2.797181	2.5145218	0.5599086	0.22076207	1.7095808	0.61867684	1.2654016	2.9052458	2.654405	1.1678412	2.1097677	0.48233682	2.3802729	3.1458797	3.6236737	2.692834	0.9657164	3.499391	3.1210833	0.861123	0.3182057	2.594853	2.7977452	3.3863835	3.0072565	3.2634895	2.9300928	3.5499403	0.61895776	3.249458	1.6404775	3.5578833	1.5018451	1.4291043	2.045394	2.9340682	1.6347544	1.8838918	2.3830128	3.3725	3.2251172	1.9488536	2.8931284	2.573777	3.4870949	3.1713533	2.4751241	0.47463548	1.6969086	1.9052575	3.1750576	3.0097988	3.5065238	1.261086	3.2745855	3.577312	3.1842508	2.8169827	1.1111614	1.3058903	1.9110428	3.3241274	2.782471	1.5038456	1.761436	2.381534	1.7727764	0.8434188	1.9803358	1.8496015	2.9435365	1.9368857	2.148244	1.2921195	3.5974128	1.4732304	2.3060112	3.5377433	2.8403938	2.5863962	3.360123	3.052866	2.6900463	2.964769	3.0111654	1.4407907	0.4221492	1.7218946	1.1071241	2.8957958	2.3838072	2.6016705	3.3057604	2.9112294	3.4288301	2.03114	3.0105226	1.4198195	3.5113335	3.347165	1.6019759	2.6591527	1.3004779	1.627255	1.5672443	2.180257	1.6334699	3.42412	2.233803	3.5094304	1.1795372	3.0706646
campaign/nn	3.5584164	1.2875892	2.1195793	1.1897291	1.6951805	1.965628	1.4945743	2.6914	2.4239728	2.6378992	1.4219214	1.0653719	3.0483	1.2991254	3.875651	2.8724816	3.0917234	3.8144157	0.26842332	2.257873	1.6432931	0.0	0.28756234	1.6752608	1.3284286	2.9495285	1.2929236	1.0460268	2.5488846	1.6154935	1.2514143	2.4755373	2.9949708	1.4691358	1.0410821	2.2452083	2.2234228	3.9034607	3.2970102	3.6511822	0.95627254	2.841039	2.4590273	3.0247922	1.4713526	1.5532012	0.8454687	1.5954747	1.4929806	2.7053936	2.435966	0.89789194	2.105586	1.9055605	2.1465936	2.6838868	3.7913272	3.1177588	1.167262	2.6534762	3.4944513	1.2082076	1.778076	2.9399898	2.8775802	2.9021685	2.9707987	2.92136	2.7710114	2.825112	1.9059973	2.694632	0.33164588	3.81114	1.6670786	1.316901	1.7792792	2.345548	0.9902783	1.2519844	2.8522482	2.8306499	3.4212716	1.0885375	3.1753213	2.4749699	3.8605626	3.599562	2.7252016	1.452501	1.799743	1.303068	2.9778938	2.775553	2.8707545	0.7270717	3.7032635	3.9209554	3.5565197	2.6787014	1.3582796	1.6192261	1.9900591	2.8825643	3.2543235	1.5548073	1.8074284	2.525019	1.0714749	1.1951085	0.48432687	1.5641274	2.4012706	1.9100376	2.7270873	1.3511492	3.8493345	1.12802	2.7491956	3.888728	2.823051	2.6029284	3.7040906	2.562706	2.7427456	3.0859973	2.3156254	1.6792669	1.544903	2.0516114	0.9958263	2.3602226	2.336276	1.9940426	2.7678542	2.3015704	3.4993997	1.3142282	3.160826	1.1534625	3.0702767	3.779258	1.5753571	2.305685	1.0246396	0.36205953	1.0560751	1.7841071	1.7503452	3.6461544	2.5732539	3.013776	1.2085629	2.6880562
candidate/nn	3.3452816	1.317913	1.8788288	1.2071466	1.5148897	1.8420693	1.5162567	2.4485686	2.1884465	2.4000673	1.3965206	1.0636069	2.835846	1.2581985	3.6585903	2.6435187	2.8674984	3.6121266	0.4527835	2.040266	1.6097374	0.28756234	0.0	1.562485	1.2856222	2.7348895	1.1516736	1.0013623	2.3151944	1.5875237	1.2216465	2.2447195	2.7606275	1.4916431	1.0152041	2.0201697	1.9908099	3.681589	3.054882	3.4371817	0.8901117	2.610087	2.2283974	2.7988503	1.4420028	1.5389028	0.5823998	1.557341	1.5448296	2.4524956	2.1894176	0.935527	1.8542415	1.8205543	2.001659	2.439808	3.5791407	2.8911233	1.1684436	2.4267156	3.2754436	1.1162589	1.7331063	2.7076683	2.622091	2.6521204	2.7177885	2.6594563	2.5146232	2.5884695	1.7982099	2.4690444	0.47536308	3.5929992	1.4846916	1.2382429	1.6380353	2.1089811	0.97729045	1.1956358	2.6255987	2.5923686	3.221018	0.8211782	2.9421923	2.3011827	3.6479356	3.373288	2.4838805	1.4664208	1.6236706	1.1783727	2.723744	2.5220685	2.6331418	0.6872053	3.4809628	3.6985748	3.337301	2.4304388	1.390052	1.6645998	1.7663697	2.647647	3.0410974	1.3502413	1.577926	2.2839732	1.0655951	1.2389797	0.5196533	1.3558903	2.1603308	1.6654717	2.5139205	1.3906151	3.6463122	1.1436934	2.5261388	3.6760788	2.5751915	2.358885	3.495741	2.3363218	2.494447	2.8380728	2.0790627	1.5008166	1.5094839	1.8629814	0.98675376	2.1341076	2.0857236	1.7874506	2.5236118	2.0631218	3.2649758	1.1323293	2.940118	1.1606798	2.8353436	3.5666308	1.4387544	2.06128	1.004976	0.51137507	1.0734179	1.6430041	1.5209471	3.4395785	2.3386912	2.770011	0.990507	2.435976
car/nn	2.9040594	1.3639607	2.570231	0.93819827	1.1743344	1.83333	1.1920598	2.4001126	2.1052108	2.4691439	1.3904815	1.2857301	2.4634407	0.8599676	3.3287864	3.0907388	2.2704384	3.1956887	1.8177032	2.4905632	0.7280065	1.6752608	1.562485	0.0	0.86531895	2.2223406	1.0150423	1.1487228	2.634818	0.62025636	0.77021706	1.942729	3.2880912	1.2636883	1.6467338	1.7813349	2.7149909	3.1654286	2.9211745	2.9106839	1.2379916	3.2295063	2.535585	2.1500573	0.6906761	0.845788	1.5599836	0.94374114	1.4347328	2.3828487	2.1514056	1.1871942	1.6423682	0.522474	2.0779345	2.7878597	3.2668285	2.3616753	1.0159246	3.1189861	2.7982576	0.925816	0.6072728	2.22936	2.3889008	3.0122335	2.4727967	2.8215454	2.404433	3.157928	0.660104	2.9577842	1.6179605	3.176453	1.2487959	1.2336198	1.7828333	2.51007	1.508425	1.6997929	2.044484	3.0507658	2.8764718	1.706913	2.5478194	2.2345243	3.1535447	2.801376	2.1168416	0.8186095	1.442415	1.6992676	2.6634278	2.4778433	3.1719983	1.2529806	2.9167309	3.212436	2.8417804	2.2564466	1.292144	1.4945223	1.5028135	3.0047204	2.4793766	1.1682194	1.3656433	2.0028462	1.6815406	0.9797463	1.8732082	1.4567425	2.58942	1.4284697	1.8848921	1.3958149	3.2597723	1.4871452	1.9920552	3.1867537	2.3471313	2.108786	3.0378273	2.7652574	2.1357841	2.4813864	2.715465	1.1949317	0.60104334	1.4454947	1.1309012	2.4686153	1.8301388	2.230135	2.949386	2.5137608	3.0386384	1.7872975	2.609238	1.3920126	3.1794305	3.0210588	1.3813959	2.1507342	1.3015635	1.6345522	1.5548699	1.8716078	1.2799767	3.0627677	1.9194778	3.154585	1.0571134	2.569104
